"age,income,loanamount,creditscore,yearsexperience,gender,education,city,employmenttype,loanapproved,income_loan_ratio,risklevel,experiencegroup,incomegroup"
"58,69681.0,33726.0,719.0,21,Female,Phd,Chicago,Salaried,1,2.0660914428037715,Low Risk,Expert,High"
"52,64042.0,20746.0,638.0,13,Female,Bachelors,Chicago,Self-Employed,1,3.0869565217391304,Low Risk,Senior,High"
"64,49488.0,28044.0,797.0,18,Female,High School,New York,Unemployed,0,1.764655541292255,Low Risk,Senior,Medium"
"35,48791.0,21441.0,630.0,34,Male,High School,San Francisco,Unemployed,0,2.27559348910965,Low Risk,Expert,Medium"
"31,61994.0,19225.0,579.0,24,Female,High School,San Francisco,Unemployed,0,3.2246553966189855,High Risk,Expert,High"
"52,47550.0,11464.0,829.0,37,Female,Phd,Houston,Salaried,1,4.147766922540126,Low Risk,Expert,Medium"
"61,67787.0,19035.0,737.0,8,Female,Phd,Chicago,Salaried,1,3.561176779616496,Low Risk,Mid,High"
"58,32606.0,11711.0,542.0,6,Female,Masters,Chicago,Unemployed,0,2.784219964136282,High Risk,Mid,Medium"
"24,46168.0,18504.0,762.0,17,Female,Masters,New York,Salaried,1,2.495028102031993,Low Risk,Senior,Medium"
"30,14111.0,20957.0,316.0,9,Female,Bachelors,Chicago,Self-Employed,0,0.6733311065515102,High Risk,Mid,Low"
"35,49309.0,15570.0,765.0,1,Female,High School,Chicago,Unemployed,0,3.166923570969814,Low Risk,Fresher,Medium"
"54,44097.0,18322.0,662.0,7,Female,Masters,Chicago,Salaried,1,2.4067787359458572,Low Risk,Mid,Medium"
"30,60270.0,16705.0,509.0,6,Female,Phd,New York,Self-Employed,1,3.6079018258006585,High Risk,Mid,High"
"53,66049.0,28387.0,824.0,34,Female,High School,New York,Salaried,1,2.326734068411597,Low Risk,Expert,High"
"48,60954.0,19278.0,719.0,22,Male,High School,San Francisco,Unemployed,0,3.1618425147836913,Low Risk,Expert,High"
"19,53615.0,32871.0,432.0,7,Male,Phd,Houston,Salaried,0,1.6310729822640018,High Risk,Mid,Medium"
"33,50608.0,17471.0,313.0,20,Male,Bachelors,Houston,Unemployed,0,2.8966859366950946,High Risk,Senior,Medium"
"26,44859.0,17987.0,343.0,32,Female,Bachelors,Houston,Salaried,0,2.4939678656807693,High Risk,Expert,Medium"
"26,53150.0,12826.0,676.0,0,Female,Masters,Houston,Salaried,1,4.143926399501013,Low Risk,,Medium"
"55,49488.0,16933.0,594.0,11,Male,Phd,New York,Unemployed,0,2.922577216086931,High Risk,Senior,Medium"
"28,49488.0,6131.0,695.0,10,Female,Masters,New York,Self-Employed,1,8.071766432882075,Low Risk,Mid,Medium"
"39,49488.0,2962.0,403.0,29,Male,Bachelors,Chicago,Unemployed,0,16.707629979743416,High Risk,Expert,Medium"
"50,48867.0,24997.0,744.0,3,Female,Masters,San Francisco,Self-Employed,1,1.95491458975077,Low Risk,Junior,Medium"
"53,65014.0,6036.0,361.0,33,Female,Masters,San Francisco,Self-Employed,0,10.771040424121935,High Risk,Expert,High"
"62,53350.0,23248.0,711.0,22,Female,Bachelors,Houston,Self-Employed,1,2.2948210598761185,Low Risk,Expert,Medium"
"40,64752.0,15996.0,620.0,31,Male,High School,Chicago,Self-Employed,1,4.04801200300075,Low Risk,Expert,High"
"62,65512.0,27516.0,430.0,2,Male,High School,Chicago,Unemployed,0,2.380869312400058,High Risk,Fresher,High"
"62,58881.0,6213.0,498.0,27,Male,Bachelors,New York,Unemployed,0,9.477064220183486,High Risk,Expert,Medium"
"51,34040.0,24786.0,335.0,3,Male,High School,Chicago,Self-Employed,0,1.373355926732833,High Risk,Junior,Medium"
"26,74916.0,22653.0,515.0,11,Male,Bachelors,San Francisco,Self-Employed,0,3.3071116408422725,High Risk,Senior,High"
"41,71186.0,22900.0,605.0,23,Male,High School,San Francisco,Self-Employed,1,3.1085589519650654,Low Risk,Expert,High"
"25,50953.0,28991.0,311.0,32,Female,Bachelors,Chicago,Self-Employed,0,1.7575454451381463,High Risk,Expert,Medium"
"24,29273.0,20562.0,382.0,2,Male,Phd,New York,Self-Employed,0,1.4236455597704503,High Risk,Fresher,Low"
"53,49488.0,417.0,331.0,3,Male,Masters,San Francisco,Self-Employed,0,118.67625899280576,High Risk,Junior,Medium"
"35,53815.0,23593.0,707.0,29,Male,Bachelors,New York,Salaried,1,2.2809731700080533,Low Risk,Expert,Medium"
"20,39474.0,22557.0,385.0,5,Male,Bachelors,New York,Self-Employed,0,1.7499667508977257,High Risk,Junior,Medium"
"45,24242.0,18043.0,710.0,29,Female,High School,San Francisco,Salaried,0,1.3435681427700494,Low Risk,Expert,Low"
"23,26310.0,13266.0,555.0,7,Male,Phd,New York,Unemployed,0,1.9832654907281773,High Risk,Mid,Low"
"61,42950.0,17113.0,540.0,17,Male,Bachelors,Houston,Unemployed,0,2.5097878805586396,High Risk,Senior,Medium"
"61,52924.0,31664.0,579.0,15,Male,Phd,Houston,Self-Employed,0,1.6714249621020718,High Risk,Senior,Medium"
"38,71086.0,12641.0,300.0,5,Male,Phd,Houston,Unemployed,0,5.623447512063919,High Risk,Junior,High"
"45,57263.0,6077.0,581.0,23,Female,High School,Chicago,Unemployed,0,9.422906039164062,High Risk,Expert,Medium"
"57,44279.0,8254.0,813.0,27,Female,Bachelors,San Francisco,Self-Employed,1,5.3645505209595346,Low Risk,Expert,Medium"
"18,55699.0,19718.0,418.0,31,Female,Phd,Houston,Unemployed,0,2.8247793893904047,High Risk,Expert,Medium"
"53,54359.0,33367.0,804.0,24,Male,Phd,New York,Unemployed,0,1.6291245841699884,Low Risk,Expert,Medium"
"38,61093.0,37639.0,379.0,27,Male,Masters,Houston,Self-Employed,0,1.6231302638220995,High Risk,Expert,High"
"60,49401.0,25202.0,518.0,20,Male,High School,New York,Self-Employed,0,1.9602015713038647,High Risk,Senior,Medium"
"52,65543.0,12150.0,816.0,7,Female,Bachelors,San Francisco,Self-Employed,1,5.394485596707819,Low Risk,Mid,High"
"30,62367.0,12999.0,765.0,35,Female,Phd,Houston,Salaried,1,4.797830602354027,Low Risk,Expert,High"
"66,51241.0,27007.0,579.0,8,Male,High School,San Francisco,Self-Employed,0,1.8973229162809642,High Risk,Mid,Medium"
"27,48212.0,30653.0,801.0,39,Male,Bachelors,Houston,Unemployed,0,1.5728313705020716,Low Risk,Expert,Medium"
"61,63796.0,14864.0,579.0,20,Male,Phd,New York,Self-Employed,0,4.291980624327233,High Risk,Senior,High"
"64,39298.0,31396.0,636.0,0,Female,Bachelors,New York,Salaried,0,1.2516881131354312,Low Risk,,Medium"
"27,27401.0,18164.0,809.0,3,Male,Bachelors,Chicago,Unemployed,0,1.5085333626954416,Low Risk,Junior,Low"
"63,27316.0,25714.0,725.0,9,Female,High School,Chicago,Salaried,0,1.0623006922299136,Low Risk,Mid,Low"
"30,38054.0,29164.0,669.0,25,Female,High School,Chicago,Unemployed,0,1.3048278699766835,Low Risk,Expert,Medium"
"54,59895.0,8146.0,710.0,39,Female,Masters,Houston,Self-Employed,1,7.3526884360422295,Low Risk,Expert,Medium"
"55,43658.0,23612.0,731.0,2,Female,Masters,San Francisco,Salaried,1,1.8489750974080976,Low Risk,Fresher,Medium"
"41,53068.0,31429.0,495.0,8,Male,Masters,Houston,Self-Employed,0,1.68850424766935,High Risk,Mid,Medium"
"19,42571.0,15515.0,676.0,31,Female,Phd,New York,Unemployed,0,2.7438607798904284,Low Risk,Expert,Medium"
"39,42690.0,11547.0,664.0,2,Male,Masters,San Francisco,Self-Employed,1,3.697064172512341,Low Risk,Fresher,Medium"
"34,34618.0,23958.0,704.0,3,Female,Bachelors,New York,Self-Employed,0,1.444945320978379,Low Risk,Junior,Medium"
"53,48622.0,21068.0,791.0,5,Male,Bachelors,Chicago,Unemployed,1,2.3078602620087336,Low Risk,Junior,Medium"
"31,47373.0,17382.0,365.0,8,Female,Bachelors,New York,Salaried,0,2.7254055919917155,High Risk,Mid,Medium"
"27,56190.0,19982.0,690.0,25,Female,High School,Houston,Unemployed,0,2.8120308277449704,Low Risk,Expert,Medium"
"52,54315.0,6638.0,382.0,1,Female,High School,New York,Unemployed,0,8.182434468213318,High Risk,Fresher,Medium"
"42,47043.0,23236.0,780.0,1,Male,Bachelors,New York,Self-Employed,1,2.024573936994319,Low Risk,Fresher,Medium"
"20,27409.0,32741.0,528.0,20,Female,Bachelors,New York,Unemployed,0,0.8371460859472832,High Risk,Senior,Low"
"64,66059.0,14283.0,524.0,21,Female,Phd,San Francisco,Salaried,0,4.625008751662816,High Risk,Expert,High"
"55,48724.0,13373.0,412.0,2,Female,High School,New York,Unemployed,0,3.6434607044043967,High Risk,Fresher,Medium"
"34,51195.0,21380.0,484.0,34,Female,Masters,New York,Unemployed,0,2.3945275958840035,High Risk,Expert,Medium"
"69,63623.0,28799.0,472.0,32,Male,Masters,Chicago,Salaried,0,2.2092086530782318,High Risk,Expert,High"
"41,56697.0,19247.0,822.0,14,Male,Phd,Houston,Self-Employed,1,2.9457577804333144,Low Risk,Senior,Medium"
"46,49965.0,20317.0,579.0,10,Male,High School,Chicago,Self-Employed,0,2.4592705615986614,High Risk,Mid,Medium"
"60,49825.0,29591.0,837.0,9,Female,Bachelors,New York,Salaried,1,1.6837889898955765,Low Risk,Mid,Medium"
"42,53602.0,12725.0,618.0,35,Female,Bachelors,Chicago,Salaried,1,4.212337917485265,Low Risk,Expert,Medium"
"53,56104.0,24894.0,458.0,13,Female,High School,San Francisco,Unemployed,0,2.2537157548003535,High Risk,Senior,Medium"
"43,75671.0,11060.0,577.0,1,Male,Bachelors,Houston,Salaried,0,6.841862567811935,High Risk,Fresher,High"
"18,54354.0,17648.0,382.0,28,Male,High School,Houston,Salaried,0,3.0798957388939256,High Risk,Expert,Medium"
"37,17701.0,21606.0,718.0,34,Male,High School,Houston,Salaried,0,0.819263167638619,Low Risk,Expert,Low"
"45,35724.0,17129.0,837.0,19,Male,Phd,Houston,Salaried,0,2.08558584856092,Low Risk,Senior,Medium"
"33,77172.0,25589.0,848.0,20,Female,Bachelors,San Francisco,Self-Employed,1,3.015827113212709,Low Risk,Senior,High"
"64,60780.0,18603.0,691.0,33,Female,Phd,New York,Unemployed,0,3.267214965328173,Low Risk,Expert,High"
"34,56391.0,37264.0,432.0,32,Female,Masters,San Francisco,Unemployed,0,1.513283598110777,High Risk,Expert,Medium"
"57,47497.0,31351.0,541.0,18,Male,High School,Houston,Self-Employed,0,1.5150074957736595,High Risk,Senior,Medium"
"45,32165.0,9566.0,750.0,7,Female,Bachelors,Chicago,Unemployed,0,3.36242943759147,Low Risk,Mid,Medium"
"29,75167.0,21532.0,499.0,30,Female,Masters,Chicago,Unemployed,0,3.4909437116849342,High Risk,Expert,High"
"44,37652.0,25881.0,416.0,10,Male,High School,San Francisco,Self-Employed,0,1.4548124106487386,High Risk,Mid,Medium"
"59,60940.0,16335.0,518.0,7,Female,Masters,Chicago,Self-Employed,0,3.7306397306397305,High Risk,Mid,High"
"64,30489.0,29700.0,604.0,24,Female,Phd,Houston,Unemployed,0,1.0265656565656565,Low Risk,Expert,Medium"
"47,46770.0,28757.0,542.0,19,Male,Phd,Houston,Salaried,0,1.6263866189101783,High Risk,Senior,Medium"
"58,64894.0,19331.0,579.0,37,Male,Bachelors,New York,Unemployed,0,3.356991361026331,High Risk,Expert,High"
"51,46255.0,27850.0,600.0,6,Female,Masters,Houston,Salaried,0,1.6608617594254937,Low Risk,Mid,Medium"
"54,44473.0,715.0,687.0,12,Male,Masters,Chicago,Self-Employed,1,62.2,Low Risk,Senior,Medium"
"23,50160.0,30861.0,508.0,38,Female,Phd,New York,Salaried,0,1.6253523865072421,High Risk,Expert,Medium"
"24,29960.0,27092.0,613.0,9,Female,Phd,Chicago,Salaried,0,1.105861508932526,Low Risk,Mid,Low"
"49,27138.0,11299.0,325.0,7,Male,Bachelors,San Francisco,Salaried,0,2.401805469510576,High Risk,Mid,Low"
"49,60714.0,22015.0,378.0,19,Male,High School,New York,Self-Employed,0,2.757846922552805,High Risk,Senior,High"
"42,43667.0,3790.0,427.0,16,Male,Bachelors,Houston,Unemployed,0,11.521635883905013,High Risk,Senior,Medium"
"50,49488.0,13893.0,712.0,10,Male,Phd,New York,Unemployed,1,3.5620816238393433,Low Risk,Mid,Medium"
"24,66773.0,28765.0,436.0,15,Female,Bachelors,Houston,Salaried,0,2.321328002781158,High Risk,Senior,High"
"69,67980.0,19897.0,633.0,36,Male,High School,Houston,Unemployed,0,3.4165954666532645,Low Risk,Expert,High"
"29,49488.0,19454.0,847.0,31,Male,Phd,Chicago,Self-Employed,1,2.5438470237483295,Low Risk,Expert,Medium"
"33,39533.0,20362.0,687.0,25,Male,High School,Houston,Self-Employed,0,1.9415086926628033,Low Risk,Expert,Medium"
"33,58064.0,19429.0,529.0,36,Male,Bachelors,Houston,Self-Employed,0,2.9885223120078233,High Risk,Expert,Medium"
"60,58295.0,27900.0,720.0,8,Female,High School,Houston,Self-Employed,1,2.089426523297491,Low Risk,Mid,Medium"
"53,83742.0,15048.0,423.0,34,Male,Phd,Chicago,Unemployed,0,5.564992025518341,High Risk,Expert,High"
"30,36386.0,23355.0,579.0,2,Male,Phd,Houston,Salaried,0,1.557953329051595,High Risk,Fresher,Medium"
"24,67523.0,10843.0,440.0,30,Female,High School,San Francisco,Salaried,0,6.227335608226506,High Risk,Expert,High"
"53,55584.0,25929.0,350.0,6,Male,Bachelors,Chicago,Salaried,0,2.1437001041305104,High Risk,Mid,Medium"
"64,25396.0,17429.0,704.0,1,Female,Bachelors,San Francisco,Self-Employed,0,1.4571117103677778,Low Risk,Fresher,Low"
"68,41783.0,19672.0,636.0,24,Female,Bachelors,New York,Unemployed,0,2.1239833265555106,Low Risk,Expert,Medium"
"26,53938.0,17103.0,665.0,39,Female,Bachelors,Chicago,Unemployed,0,3.153715722387885,Low Risk,Expert,Medium"
"49,24434.0,18115.0,557.0,11,Female,Masters,San Francisco,Unemployed,0,1.348826939000828,High Risk,Senior,Low"
"28,18891.0,11962.0,687.0,29,Male,Masters,Chicago,Unemployed,0,1.579250961377696,Low Risk,Expert,Low"
"25,23581.0,22634.0,344.0,29,Female,High School,Houston,Unemployed,0,1.04183971017054,High Risk,Expert,Low"
"50,53887.0,24437.0,568.0,28,Male,Masters,Chicago,Unemployed,0,2.2051397471048,High Risk,Expert,Medium"
"40,42730.0,9355.0,610.0,10,Female,Masters,New York,Salaried,1,4.567610903260289,Low Risk,Mid,Medium"
"42,40701.0,15229.0,577.0,22,Female,Masters,San Francisco,Self-Employed,0,2.67259833212949,High Risk,Expert,Medium"
"25,41216.0,20240.0,774.0,16,Male,High School,Chicago,Salaried,0,2.036363636363636,Low Risk,Senior,Medium"
"62,28638.0,15211.0,444.0,12,Male,Masters,Houston,Unemployed,0,1.882716455196897,High Risk,Senior,Low"
"39,43154.0,18217.0,534.0,32,Female,Bachelors,San Francisco,Self-Employed,0,2.368886205192952,High Risk,Expert,Medium"
"21,22694.0,32929.0,435.0,0,Male,Bachelors,San Francisco,Self-Employed,0,0.6891797503720125,High Risk,,Low"
"57,67815.0,11855.0,744.0,39,Female,High School,San Francisco,Self-Employed,1,5.720371151412906,Low Risk,Expert,High"
"20,75385.0,1503.0,652.0,12,Male,High School,New York,Self-Employed,1,50.15635395874917,Low Risk,Senior,High"
"46,15109.0,15210.0,693.0,37,Female,High School,Houston,Unemployed,0,0.9933596318211703,Low Risk,Expert,Low"
"58,42963.0,17375.0,574.0,2,Male,Phd,Houston,Unemployed,0,2.4726906474820143,High Risk,Fresher,Medium"
"46,43940.0,16080.0,683.0,15,Male,Masters,San Francisco,Self-Employed,1,2.732587064676617,Low Risk,Senior,Medium"
"51,47383.0,22150.0,622.0,6,Female,High School,Chicago,Unemployed,0,2.1391873589164785,Low Risk,Mid,Medium"
"51,65023.0,11775.0,482.0,2,Female,High School,San Francisco,Self-Employed,0,5.522123142250531,High Risk,Fresher,High"
"45,43007.0,10598.0,739.0,13,Female,High School,Houston,Unemployed,0,4.058029816946593,Low Risk,Senior,Medium"
"30,48676.0,14604.0,362.0,15,Male,Bachelors,New York,Self-Employed,0,3.3330594357710215,High Risk,Senior,Medium"
"40,48331.0,36967.0,776.0,30,Female,Bachelors,San Francisco,Salaried,1,1.3074093110071145,Low Risk,Expert,Medium"
"61,76494.0,32420.0,386.0,12,Male,Bachelors,New York,Salaried,0,2.3594694632942628,High Risk,Senior,High"
"43,57530.0,6644.0,509.0,26,Female,Phd,New York,Unemployed,0,8.658940397350994,High Risk,Expert,Medium"
"21,41694.0,4562.0,761.0,0,Male,High School,Chicago,Unemployed,0,9.139412538360368,Low Risk,,Medium"
"43,39189.0,19314.0,380.0,24,Male,Phd,New York,Salaried,0,2.0290462876669775,High Risk,Expert,Medium"
"57,49891.0,35293.0,621.0,36,Male,High School,Chicago,Unemployed,0,1.4136230980647722,Low Risk,Expert,Medium"
"26,33103.0,25329.0,579.0,10,Female,Masters,San Francisco,Self-Employed,0,1.3069209206838013,High Risk,Mid,Medium"
"22,37042.0,19737.0,489.0,8,Male,Bachelors,Houston,Unemployed,0,1.8767796524294473,High Risk,Mid,Medium"
"49,43654.0,16351.0,532.0,6,Male,High School,Houston,Unemployed,0,2.6698061280655616,High Risk,Mid,Medium"
"37,54400.0,28617.0,691.0,13,Male,High School,Chicago,Salaried,1,1.9009679561100046,Low Risk,Senior,Medium"
"67,77390.0,21424.0,468.0,29,Male,High School,Houston,Salaried,0,3.6123039581777445,High Risk,Expert,High"
"28,49488.0,33854.0,742.0,23,Female,High School,San Francisco,Unemployed,0,1.4618065812016305,Low Risk,Expert,Medium"
"32,56923.0,6498.0,467.0,2,Male,High School,Houston,Self-Employed,0,8.760080024622962,High Risk,Fresher,Medium"
"49,25582.0,23389.0,530.0,38,Male,Phd,New York,Unemployed,0,1.0937620248834923,High Risk,Expert,Low"
"45,65904.0,15494.0,449.0,26,Male,Masters,San Francisco,Self-Employed,0,4.2535174906415385,High Risk,Expert,High"
"39,24175.0,23314.0,849.0,0,Male,Phd,San Francisco,Self-Employed,1,1.0369305996397016,Low Risk,,Low"
"58,61976.0,22007.0,685.0,37,Female,Masters,Houston,Unemployed,0,2.8161948470941063,Low Risk,Expert,High"
"34,48786.0,24077.0,680.0,25,Male,Phd,Houston,Self-Employed,1,2.0262491174149604,Low Risk,Expert,Medium"
"43,48190.0,27821.0,574.0,5,Male,Phd,Chicago,Salaried,0,1.7321447827180907,High Risk,Junior,Medium"
"61,45496.0,31118.0,361.0,11,Male,High School,New York,Self-Employed,0,1.4620476894401955,High Risk,Senior,Medium"
"24,30481.0,35614.0,766.0,37,Male,Phd,Houston,Self-Employed,0,0.8558712865726962,Low Risk,Expert,Medium"
"59,31276.0,20126.0,827.0,34,Female,Masters,Houston,Self-Employed,0,1.5540097386465268,Low Risk,Expert,Medium"
"43,62548.0,15661.0,449.0,9,Male,Bachelors,Chicago,Salaried,0,3.9938701232360643,High Risk,Mid,High"
"42,50179.0,10193.0,441.0,8,Male,Masters,Houston,Salaried,0,4.9228882566467185,High Risk,Mid,Medium"
"27,45387.0,23479.0,415.0,22,Female,Phd,New York,Unemployed,0,1.933089143489927,High Risk,Expert,Medium"
"62,56651.0,26679.0,364.0,29,Male,Bachelors,New York,Self-Employed,0,2.1234304134337867,High Risk,Expert,Medium"
"36,51520.0,9212.0,728.0,21,Female,High School,San Francisco,Salaried,1,5.592705167173253,Low Risk,Expert,Medium"
"28,38106.0,29157.0,609.0,8,Male,Bachelors,San Francisco,Self-Employed,0,1.3069245807181809,Low Risk,Mid,Medium"
"25,61111.0,9953.0,460.0,7,Male,Masters,Chicago,Unemployed,0,6.139957801667839,High Risk,Mid,High"
"57,51906.0,13214.0,605.0,3,Male,Bachelors,San Francisco,Self-Employed,1,3.928106553655214,Low Risk,Junior,Medium"
"21,42296.0,12454.0,660.0,4,Male,Bachelors,New York,Salaried,1,3.3961779348000642,Low Risk,Junior,Medium"
"64,64291.0,12596.0,577.0,18,Male,Bachelors,New York,Unemployed,0,5.104080660527152,High Risk,Senior,High"
"48,38186.0,24559.0,595.0,17,Male,High School,San Francisco,Unemployed,0,1.5548678692129159,High Risk,Senior,Medium"
"45,36923.0,26911.0,468.0,28,Male,High School,New York,Self-Employed,0,1.3720411727546356,High Risk,Expert,Medium"
"28,75400.0,33593.0,758.0,18,Male,Masters,New York,Self-Employed,1,2.2445152263864494,Low Risk,Senior,High"
"60,49488.0,14414.0,306.0,5,Male,Masters,New York,Salaried,0,3.433328708200361,High Risk,Junior,Medium"
"18,38550.0,22744.0,431.0,4,Male,Bachelors,New York,Self-Employed,0,1.6949525149489975,High Risk,Junior,Medium"
"66,50085.0,14824.0,646.0,4,Male,High School,San Francisco,Salaried,1,3.3786427415002698,Low Risk,Junior,Medium"
"64,49488.0,20161.0,552.0,7,Female,Masters,Chicago,Self-Employed,0,2.454640146818114,High Risk,Mid,Medium"
"69,59319.0,8157.0,709.0,26,Male,Bachelors,New York,Salaried,0,7.27215888194189,Low Risk,Expert,Medium"
"55,64614.0,11014.0,842.0,36,Female,Bachelors,Houston,Self-Employed,1,5.866533502814599,Low Risk,Expert,High"
"41,31257.0,26424.0,654.0,37,Female,Bachelors,Chicago,Unemployed,0,1.1829019073569482,Low Risk,Expert,Medium"
"64,64237.0,8132.0,667.0,36,Male,Masters,Houston,Salaried,1,7.899286768322676,Low Risk,Expert,High"
"48,47314.0,24919.0,810.0,17,Female,Bachelors,Houston,Unemployed,0,1.898711826317268,Low Risk,Senior,Medium"
"58,51337.0,14591.0,832.0,25,Male,Bachelors,New York,Unemployed,0,3.5184017545062023,Low Risk,Expert,Medium"
"63,49488.0,4596.0,827.0,15,Male,Bachelors,San Francisco,Unemployed,0,10.767624020887729,Low Risk,Senior,Medium"
"67,60541.0,-309.0,827.0,21,Female,High School,Houston,Unemployed,0,-195.92556634304208,Low Risk,Expert,High"
"43,55266.0,31708.0,701.0,22,Female,Masters,Houston,Salaried,1,1.7429670745553172,Low Risk,Expert,Medium"
"66,20240.0,4757.0,474.0,2,Female,High School,Houston,Self-Employed,0,4.254782425898676,High Risk,Fresher,Low"
"67,49317.0,19485.0,377.0,2,Male,Phd,New York,Unemployed,0,2.5310238645111625,High Risk,Fresher,Medium"
"22,38230.0,22832.0,579.0,11,Female,Masters,New York,Self-Employed,0,1.6744043447792571,High Risk,Senior,Medium"
"37,49488.0,9494.0,848.0,22,Female,Phd,San Francisco,Salaried,1,5.212555298083,Low Risk,Expert,Medium"
"69,64864.0,15572.0,531.0,10,Female,Phd,New York,Self-Employed,0,4.165425122013871,High Risk,Mid,High"
"58,45470.0,23831.0,699.0,28,Male,Masters,Chicago,Salaried,0,1.9080189668918635,Low Risk,Expert,Medium"
"28,39994.0,22347.0,512.0,5,Male,High School,San Francisco,Self-Employed,0,1.7896809415134023,High Risk,Junior,Medium"
"50,73345.0,16315.0,492.0,15,Female,High School,New York,Salaried,0,4.495556236592093,High Risk,Senior,High"
"67,40953.0,21895.0,566.0,33,Female,Masters,New York,Salaried,0,1.8704270381365609,High Risk,Expert,Medium"
"55,32082.0,19182.0,425.0,36,Female,Phd,Houston,Self-Employed,0,1.6725054738817642,High Risk,Expert,Medium"
"44,37510.0,12237.0,681.0,10,Female,Masters,New York,Unemployed,0,3.065293781155512,Low Risk,Mid,Medium"
"51,41675.0,29604.0,843.0,10,Female,Masters,Houston,Unemployed,0,1.4077489528442102,Low Risk,Mid,Medium"
"32,37080.0,21659.0,801.0,24,Female,Bachelors,New York,Self-Employed,0,1.7119903966018746,Low Risk,Expert,Medium"
"49,62681.0,5264.0,702.0,18,Female,Bachelors,New York,Unemployed,0,11.907484802431611,Low Risk,Senior,High"
"38,17031.0,24173.0,560.0,31,Male,Phd,New York,Unemployed,0,0.7045463947379308,High Risk,Expert,Low"
"63,36762.0,15076.0,686.0,7,Female,High School,New York,Salaried,0,2.4384452109312815,Low Risk,Mid,Medium"
"22,49288.0,17685.0,711.0,11,Female,Bachelors,New York,Self-Employed,1,2.7869946282160023,Low Risk,Senior,Medium"
"23,53154.0,20066.0,645.0,34,Male,Bachelors,San Francisco,Unemployed,0,2.6489584371573804,Low Risk,Expert,Medium"
"55,75378.0,13656.0,393.0,5,Female,Phd,New York,Unemployed,0,5.519771528998243,High Risk,Junior,High"
"39,73179.0,34424.0,627.0,20,Male,Masters,New York,Unemployed,0,2.1258133860097606,Low Risk,Senior,High"
"35,25989.0,8053.0,579.0,25,Female,Bachelors,Houston,Self-Employed,0,3.227244505153359,High Risk,Expert,Low"
"31,21379.0,20453.0,760.0,0,Male,High School,Chicago,Unemployed,0,1.045274531853518,Low Risk,,Low"
"27,50375.0,23051.0,614.0,16,Female,Phd,Chicago,Unemployed,0,2.1853715673940393,Low Risk,Senior,Medium"
"63,39902.0,20330.0,324.0,34,Female,Bachelors,San Francisco,Unemployed,0,1.9627151992129857,High Risk,Expert,Medium"
"30,32120.0,18472.0,579.0,26,Male,Phd,New York,Salaried,0,1.7388479861411867,High Risk,Expert,Medium"
"48,50242.0,16984.0,652.0,1,Male,Bachelors,Chicago,Self-Employed,1,2.9581959491285916,Low Risk,Fresher,Medium"
"47,53460.0,13575.0,416.0,35,Male,Bachelors,Houston,Unemployed,0,3.9381215469613258,High Risk,Expert,Medium"
"20,37415.0,13433.0,498.0,0,Female,Phd,Houston,Salaried,0,2.785304846274101,High Risk,,Medium"
"47,40639.0,29268.0,578.0,9,Female,High School,San Francisco,Self-Employed,0,1.3885130517971846,High Risk,Mid,Medium"
"23,38569.0,16466.0,378.0,30,Female,High School,Houston,Salaried,0,2.3423417952143812,High Risk,Expert,Medium"
"46,43828.0,37057.0,723.0,36,Female,Bachelors,Chicago,Salaried,1,1.1827185147205657,Low Risk,Expert,Medium"
"25,58122.0,25352.0,653.0,4,Female,Bachelors,Chicago,Self-Employed,1,2.2926001893341748,Low Risk,Junior,Medium"
"61,33831.0,-1341.0,825.0,12,Male,Masters,Chicago,Unemployed,0,-25.22818791946309,Low Risk,Senior,Medium"
"62,40390.0,27066.0,840.0,23,Female,Phd,New York,Unemployed,0,1.4922781349294318,Low Risk,Expert,Medium"
"60,44011.0,19575.0,776.0,26,Male,Masters,Houston,Salaried,1,2.2483269476372927,Low Risk,Expert,Medium"
"61,49899.0,8880.0,309.0,0,Male,Phd,Houston,Self-Employed,1,5.619256756756757,High Risk,,Medium"
"50,54140.0,30434.0,802.0,19,Female,High School,New York,Self-Employed,1,1.7789314582374975,Low Risk,Senior,Medium"
"34,80634.0,16513.0,559.0,7,Female,Phd,Chicago,Unemployed,0,4.8830618300732755,High Risk,Mid,High"
"65,58582.0,15833.0,823.0,2,Male,Phd,Houston,Salaried,1,3.6999936840775596,Low Risk,Fresher,Medium"
"28,58939.0,23002.0,305.0,31,Female,Masters,Chicago,Unemployed,0,2.56234240500826,High Risk,Expert,Medium"
"30,46001.0,29143.0,334.0,24,Male,Bachelors,New York,Self-Employed,0,1.5784579487355455,High Risk,Expert,Medium"
"67,35302.0,20907.0,474.0,24,Female,Masters,Chicago,Self-Employed,0,1.688525374276558,High Risk,Expert,Medium"
"28,42077.0,20335.0,741.0,13,Male,High School,San Francisco,Unemployed,0,2.0691910499139414,Low Risk,Senior,Medium"
"48,39345.0,14425.0,446.0,26,Female,High School,New York,Unemployed,0,2.7275563258232234,High Risk,Expert,Medium"
"45,55883.0,29006.0,492.0,31,Female,High School,Chicago,Self-Employed,0,1.9266013928152796,High Risk,Expert,Medium"
"61,25231.0,20984.0,312.0,26,Female,Bachelors,New York,Salaried,0,1.2023922988943958,High Risk,Expert,Low"
"23,58888.0,18196.0,829.0,3,Male,Masters,Houston,Self-Employed,1,3.236315673774456,Low Risk,Junior,Medium"
